area,area_title,prim_state,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,h_mean,a_mean,mean_prse,h_pct25,h_median,h_pct75,a_pct25,a_median,a_pct75
49,Utah,UT,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,810,10.7,0.484,0.91,36.18,75260,3.8,25.28,33.58,41.04,52570,69850,85360
50,Vermont,VT,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,360,24.7,1.212,2.28,34.19,71120,1.2,28.83,33.8,38.11,59970,70300,79270
51,Virginia,VA,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,2370,5.1,0.596,1.12,42.29,87970,1.8,30.7,38.19,49.53,63860,79440,103020
53,Washington,WA,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,4100,3.8,1.173,2.21,45.34,94300,1.6,33.87,40.75,53.71,70450,84760,111710
54,West Virginia,WV,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,310,26.1,0.448,0.84,33.44,69560,7,23.31,30.71,39.82,48480,63870,82830
55,Wisconsin,WI,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1130,7.5,0.392,0.74,37.33,77650,6.1,26.09,31.73,39.07,54260,66000,81270
56,Wyoming,WY,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,500,7.4,1.836,3.45,34.7,72180,2.7,26.83,31.54,38.54,55800,65610,80160
1,Alabama,AL,21-0000,Community and Social Service Occupations,major,21780,1.9,10.609,0.67,23.81,49530,0.7,17.86,22.59,29.53,37140,46980,61420
2,Alaska,AK,21-0000,Community and Social Service Occupations,major,7360,3,23.633,1.48,30.94,64360,1.4,22.4,28.91,37.08,46600,60120,77130
4,Arizona,AZ,21-0000,Community and Social Service Occupations,major,45400,1.5,14.505,0.91,26.26,54610,0.8,19.57,24.02,30.32,40710,49970,63070
5,Arkansas,AR,21-0000,Community and Social Service Occupations,major,14850,2.1,11.683,0.73,24.86,51700,1.1,18.31,22.19,28.76,38070,46160,59820
6,California,CA,21-0000,Community and Social Service Occupations,major,360300,1.1,20.077,1.26,33.4,69470,0.8,22.04,28.95,40.1,45830,60220,83400
8,Colorado,CO,21-0000,Community and Social Service Occupations,major,49770,1.3,17.574,1.1,29.13,60590,0.6,22.25,27.14,33.4,46280,56450,69460
9,Connecticut,CT,21-0000,Community and Social Service Occupations,major,35000,1.9,21.078,1.32,30.14,62690,0.8,20.68,28.45,37.23,43010,59180,77440
10,Delaware,DE,21-0000,Community and Social Service Occupations,major,8240,3.3,17.569,1.1,26.51,55150,1.2,19.14,23.85,31.38,39800,49610,65270
11,District of Columbia,DC,21-0000,Community and Social Service Occupations,major,11190,4.4,15.94,1,36.01,74900,1.5,25.81,32.93,43.66,53680,68490,90800
12,Florida,FL,21-0000,Community and Social Service Occupations,major,120760,1.3,12.621,0.79,25.53,53100,1,18.74,23.1,29.69,38980,48060,61740
13,Georgia,GA,21-0000,Community and Social Service Occupations,major,55740,1.6,11.714,0.74,26.91,55980,0.9,18.58,23.31,31.21,38640,48490,64910
15,Hawaii,HI,21-0000,Community and Social Service Occupations,major,11940,4,19.348,1.22,27.8,57820,1.6,19.48,24.28,32.95,40530,50490,68540
16,Idaho,ID,21-0000,Community and Social Service Occupations,major,10850,2.5,13.194,0.83,26.53,55170,0.9,21.14,24.57,30.81,43980,51110,64090
17,Illinois,IL,21-0000,Community and Social Service Occupations,major,90050,1.5,14.98,0.94,27.78,57770,1,20.3,23.88,32.02,42210,49670,66600
18,Indiana,IN,21-0000,Community and Social Service Occupations,major,49490,1.7,15.678,0.98,24.56,51080,0.6,18.52,22.83,28.71,38530,47490,59710
19,Iowa,IA,21-0000,Community and Social Service Occupations,major,21240,1.7,13.749,0.86,25.07,52150,1.5,18.32,23.18,30.22,38110,48210,62870
20,Kansas,KS,21-0000,Community and Social Service Occupations,major,20010,2.6,14.171,0.89,23.88,49670,0.7,18.33,22.72,28.61,38120,47260,59510
21,Kentucky,KY,21-0000,Community and Social Service Occupations,major,31740,1.6,16.168,1.02,24.15,50230,0.8,17.53,21.87,28.81,36470,45490,59910
22,Louisiana,LA,21-0000,Community and Social Service Occupations,major,27450,1.6,14.825,0.93,24.24,50420,0.8,17.2,23.13,30.42,35770,48110,63270
23,Maine,ME,21-0000,Community and Social Service Occupations,major,12930,2.3,20.789,1.31,26.27,54650,1.1,20.71,23.8,30.46,43080,49500,63350
24,Maryland,MD,21-0000,Community and Social Service Occupations,major,48420,1.6,18.083,1.14,29.9,62200,0.9,20.53,27.36,36.32,42700,56910,75540
25,Massachusetts,MA,21-0000,Community and Social Service Occupations,major,80770,1.6,22.167,1.39,30.09,62590,0.6,21.9,28.3,36.76,45550,58870,76460
26,Michigan,MI,21-0000,Community and Social Service Occupations,major,71760,1.5,16.504,1.04,25.84,53740,0.5,18.51,23.83,30.87,38490,49570,64220
27,Minnesota,MN,21-0000,Community and Social Service Occupations,major,57930,1.8,20.107,1.26,28.76,59820,0.7,22.11,27.1,34.5,45980,56370,71750
28,Mississippi,MS,21-0000,Community and Social Service Occupations,major,16020,2,13.93,0.87,21.91,45570,0.9,16.13,20.89,26.31,33540,43450,54730
29,Missouri,MO,21-0000,Community and Social Service Occupations,major,43870,2.1,15.252,0.96,23.84,49590,0.7,18.25,21.85,27.65,37970,45450,57520
30,Montana,MT,21-0000,Community and Social Service Occupations,major,10540,2.4,21.007,1.32,23.37,48610,1,17.45,22.13,28.48,36300,46040,59240
31,Nebraska,NE,21-0000,Community and Social Service Occupations,major,13880,2.3,13.87,0.87,25.03,52050,0.8,18.83,23.17,29.37,39170,48190,61090
32,Nevada,NV,21-0000,Community and Social Service Occupations,major,15580,2.4,10.514,0.66,28.1,58450,1.6,20.76,25.07,33.08,43180,52150,68810
33,New Hampshire,NH,21-0000,Community and Social Service Occupations,major,11190,1.6,16.575,1.04,27.11,56400,0.7,19.78,24.84,31.13,41140,51660,64750
34,New Jersey,NJ,21-0000,Community and Social Service Occupations,major,70840,1.8,16.857,1.06,32.16,66900,0.7,22.72,29.34,39.04,47260,61020,81200
35,New Mexico,NM,21-0000,Community and Social Service Occupations,major,14040,1.7,16.607,1.04,27.59,57400,1.3,19.6,25.41,33.41,40760,52850,69500
36,New York,NY,21-0000,Community and Social Service Occupations,major,179900,1.4,19.153,1.2,31.95,66450,1,22.39,28.68,37.52,46560,59660,78040
37,North Carolina,NC,21-0000,Community and Social Service Occupations,major,61440,2,12.813,0.8,25.81,53680,0.6,20.54,24.33,29.7,42710,50600,61780
38,North Dakota,ND,21-0000,Community and Social Service Occupations,major,5400,2.4,12.943,0.81,28.29,58830,0.9,22.86,28.17,31.98,47540,58590,66520
39,Ohio,OH,21-0000,Community and Social Service Occupations,major,84090,1.3,15.375,0.97,26.8,55750,0.7,19.35,24.08,31.03,40240,50090,64540
40,Oklahoma,OK,21-0000,Community and Social Service Occupations,major,27020,2.1,16.232,1.02,24.04,50000,0.9,18.14,22.1,28.4,37730,45960,59070
41,Oregon,OR,21-0000,Community and Social Service Occupations,major,49150,1.4,25.294,1.59,29.39,61140,0.8,21.75,27.02,35.48,45240,56200,73800
42,Pennsylvania,PA,21-0000,Community and Social Service Occupations,major,107430,1.3,18.061,1.13,26.46,55040,0.5,19.34,24.04,30.97,40220,50010,64410
44,Rhode Island,RI,21-0000,Community and Social Service Occupations,major,9870,2.9,20.211,1.27,28.94,60200,1.6,19.55,25.28,36.86,40660,52580,76660
45,South Carolina,SC,21-0000,Community and Social Service Occupations,major,25120,1.9,11.299,0.71,24.14,50220,0.7,18.05,22.89,28.78,37550,47610,59860
46,South Dakota,SD,21-0000,Community and Social Service Occupations,major,7530,1.7,16.935,1.06,23.7,49300,0.6,19.2,22.78,26.8,39930,47380,55740
47,Tennessee,TN,21-0000,Community and Social Service Occupations,major,42220,1.4,13.117,0.82,24.36,50670,0.8,18.6,22.85,29.03,38680,47530,60380
48,Texas,TX,21-0000,Community and Social Service Occupations,major,142710,0.9,10.526,0.66,26.26,54630,0.5,19.73,24.37,31.25,41040,50680,65000
49,Utah,UT,21-0000,Community and Social Service Occupations,major,25340,2,15.093,0.95,27.67,57560,1.3,17.98,23.28,33.26,37400,48420,69180
50,Vermont,VT,21-0000,Community and Social Service Occupations,major,8560,2.2,28.452,1.79,26.48,55070,1,21.5,24.09,29.88,44720,50110,62150
51,Virginia,VA,21-0000,Community and Social Service Occupations,major,63180,2.3,15.869,1,27.87,57980,0.6,20.84,25.22,32.14,43350,52460,66840
53,Washington,WA,21-0000,Community and Social Service Occupations,major,60240,1.5,17.234,1.08,30.94,64340,0.6,23.05,28.71,36.66,47940,59710,76250
54,West Virginia,WV,21-0000,Community and Social Service Occupations,major,12830,2.1,18.626,1.17,22.23,46240,0.8,17.08,20.7,25.72,35520,43050,53500
55,Wisconsin,WI,21-0000,Community and Social Service Occupations,major,41000,1.9,14.205,0.89,27.53,57270,1.6,21.13,25.77,31.1,43940,53600,64690
56,Wyoming,WY,21-0000,Community and Social Service Occupations,major,4200,2.6,15.34,0.96,27.29,56770,1.1,19.78,24.99,32.24,41150,51970,67050
1,Alabama,AL,23-0000,Legal Occupations,major,12070,3,5.878,0.72,48.19,100230,3.3,23.97,35.6,63.07,49870,74050,131190
2,Alaska,AK,23-0000,Legal Occupations,major,2230,4.2,7.165,0.88,50.88,105830,2,29.42,45.3,66.42,61190,94220,138150
4,Arizona,AZ,23-0000,Legal Occupations,major,22140,6.4,7.073,0.87,51.05,106190,4,27.56,38.86,61.82,57320,80830,128580
5,Arkansas,AR,23-0000,Legal Occupations,major,6130,2.9,4.818,0.59,46.85,97450,4.4,22.34,31.9,51.44,46480,66350,107000
6,California,CA,23-0000,Legal Occupations,major,151180,1.9,8.424,1.03,79.95,166300,2.8,37.85,62.91,104.08,78730,130840,216490
8,Colorado,CO,23-0000,Legal Occupations,major,26850,2.2,9.481,1.16,72.82,151460,6.1,34.41,53.2,95.72,71570,110660,199090
9,Connecticut,CT,23-0000,Legal Occupations,major,14190,2.9,8.547,1.05,70.34,146320,3.1,33.37,51.13,82.73,69410,106350,172080
10,Delaware,DE,23-0000,Legal Occupations,major,5240,3.8,11.161,1.37,71.66,149050,6.2,31.94,52.25,95.55,66440,108690,198750
11,District of Columbia,DC,23-0000,Legal Occupations,major,42370,1.8,60.367,7.39,102.54,213280,2.8,60.56,88.22,#,125950,183500,#
12,Florida,FL,23-0000,Legal Occupations,major,107390,1.5,11.223,1.37,53.58,111450,2.8,27.48,38.21,64.03,57160,79470,133180
13,Georgia,GA,23-0000,Legal Occupations,major,40210,3.3,8.452,1.03,59.76,124300,4.2,28.14,38.59,72.11,58530,80270,149990
15,Hawaii,HI,23-0000,Legal Occupations,major,4290,2.9,6.948,0.85,46.68,97090,2.4,30.48,39.15,57.69,63410,81430,120000
16,Idaho,ID,23-0000,Legal Occupations,major,5220,3.8,6.343,0.78,44.11,91750,3.3,22.58,34.51,51.08,46960,71790,106250
17,Illinois,IL,23-0000,Legal Occupations,major,51520,2.6,8.571,1.05,64.3,133740,4.5,28.68,48.28,83.76,59650,100420,174220
18,Indiana,IN,23-0000,Legal Occupations,major,17130,1.7,5.425,0.66,50.92,105920,3.9,23.76,39.44,63.39,49420,82040,131850
19,Iowa,IA,23-0000,Legal Occupations,major,8050,2,5.213,0.64,42.64,88680,2.1,23.9,33,51.92,49710,68650,107990
20,Kansas,KS,23-0000,Legal Occupations,major,8110,3.4,5.745,0.7,44.58,92720,2.6,23.2,36.39,58.2,48250,75680,121060
21,Kentucky,KY,23-0000,Legal Occupations,major,9740,2.6,4.963,0.61,44.45,92460,5.8,23.82,33.75,57.03,49550,70200,118620
22,Louisiana,LA,23-0000,Legal Occupations,major,15740,5.7,8.5,1.04,48.43,100720,5.6,23.74,38.1,60.69,49380,79250,126240
23,Maine,ME,23-0000,Legal Occupations,major,3700,7.6,5.946,0.73,44.69,92950,8.2,27.85,36.39,53.94,57930,75700,112200
24,Maryland,MD,23-0000,Legal Occupations,major,25400,2.3,9.486,1.16,60.93,126740,2.5,33.17,49.01,78.78,68990,101950,163860
25,Massachusetts,MA,23-0000,Legal Occupations,major,31810,2.6,8.731,1.07,74.89,155780,4.3,36.57,54.13,99.68,76060,112580,207330
26,Michigan,MI,23-0000,Legal Occupations,major,28130,2.2,6.47,0.79,51.19,106480,2.2,28.04,38.76,63.73,58330,80610,132560
27,Minnesota,MN,23-0000,Legal Occupations,major,19040,3.5,6.61,0.81,61.87,128680,2.9,31.7,49.65,79.12,65940,103260,164560
28,Mississippi,MS,23-0000,Legal Occupations,major,5950,3.6,5.178,0.63,41.8,86940,3.5,20.91,29.84,50.7,43490,62070,105450
29,Missouri,MO,23-0000,Legal Occupations,major,21230,2.7,7.382,0.9,54.92,114240,6.1,28.46,39.77,62.93,59190,82720,130890
30,Montana,MT,23-0000,Legal Occupations,major,4200,2.1,8.381,1.03,40.14,83490,2.7,25.79,34.26,49.07,53640,71270,102060
31,Nebraska,NE,23-0000,Legal Occupations,major,5870,4.2,5.869,0.72,49.04,102000,2.2,28.19,39.31,60.44,58620,81760,125720
32,Nevada,NV,23-0000,Legal Occupations,major,12050,2.9,8.133,1,56.75,118030,5.2,30.41,43.95,64.65,63250,91420,134480
33,New Hampshire,NH,23-0000,Legal Occupations,major,**,**,**,**,52.96,110150,4.6,28.88,41.56,68.83,60080,86440,143160
34,New Jersey,NJ,23-0000,Legal Occupations,major,40320,2.3,9.595,1.17,67.86,141140,3.4,36.14,51.84,86.2,75160,107830,179290
35,New Mexico,NM,23-0000,Legal Occupations,major,6800,2.8,8.037,0.98,44.49,92540,2.8,25.48,35.4,51.69,53000,73630,107520
36,New York,NY,23-0000,Legal Occupations,major,125350,1.5,13.345,1.63,82.01,170570,2.8,38.26,63.58,111.98,79580,132240,232910
37,North Carolina,NC,23-0000,Legal Occupations,major,30520,2.2,6.364,0.78,55.78,116030,4.8,25.42,36.19,67.87,52870,75270,141170
38,North Dakota,ND,23-0000,Legal Occupations,major,2230,2.9,5.334,0.65,46.15,95990,3,26.92,38.56,51.37,56000,80200,106860
39,Ohio,OH,23-0000,Legal Occupations,major,32850,1.9,6.006,0.74,53.15,110540,1.9,28.05,42.41,67.89,58340,88210,141200
40,Oklahoma,OK,23-0000,Legal Occupations,major,10540,3.2,6.33,0.77,46.68,97080,6,26.04,36.76,60.4,54160,76460,125630
41,Oregon,OR,23-0000,Legal Occupations,major,14170,2,7.293,0.89,55.15,114700,2.5,29.69,44.36,74.09,61760,92270,154100
42,Pennsylvania,PA,23-0000,Legal Occupations,major,44230,2.9,7.435,0.91,57.99,120620,3.2,29.13,43.16,72.69,60590,89770,151180
44,Rhode Island,RI,23-0000,Legal Occupations,major,3980,8.1,8.161,1,54.77,113930,4.4,33.41,45.41,74.58,69500,94450,155130
45,South Carolina,SC,23-0000,Legal Occupations,major,17280,2.4,7.774,0.95,41.3,85890,2.7,22.33,29.8,48.59,46450,61980,101070
46,South Dakota,SD,23-0000,Legal Occupations,major,2220,2.8,4.993,0.61,*,*,*,*,*,*,*,*,*
47,Tennessee,TN,23-0000,Legal Occupations,major,17940,2.3,5.572,0.68,53.82,111940,3.3,24.5,39.41,65.94,50970,81970,137150
48,Texas,TX,23-0000,Legal Occupations,major,86740,1.9,6.398,0.78,60.64,126130,2.7,28.67,46.32,78.7,59640,96340,163700
49,Utah,UT,23-0000,Legal Occupations,major,11360,3.5,6.769,0.83,49.48,102910,6.5,24.09,35.94,59.34,50110,74750,123430
50,Vermont,VT,23-0000,Legal Occupations,major,1930,5.4,6.404,0.78,45.39,94400,2.6,30.49,38.15,55.29,63420,79340,115000
51,Virginia,VA,23-0000,Legal Occupations,major,33480,2,8.409,1.03,64.03,133190,2.8,30.82,50.88,82.65,64100,105820,171910
53,Washington,WA,23-0000,Legal Occupations,major,25390,2.2,7.264,0.89,*,*,*,*,*,*,*,*,*
54,West Virginia,WV,23-0000,Legal Occupations,major,5310,2.1,7.709,0.94,41.79,86930,2.1,24.31,32.28,51.03,50560,67140,106140
55,Wisconsin,WI,23-0000,Legal Occupations,major,14940,2.3,5.175,0.63,53.72,111730,4.2,26.7,36.21,59.42,55540,75320,123600
56,Wyoming,WY,23-0000,Legal Occupations,major,1810,6.8,6.62,0.81,*,*,*,*,*,*,*,*,*
1,Alabama,AL,25-0000,Educational Instruction and Library Occupations,major,105540,1.2,51.404,0.89,26.81,55770,0.7,16.49,25.53,30.64,34300,53110,63730
2,Alaska,AK,25-0000,Educational Instruction and Library Occupations,major,19560,1.2,62.768,1.09,36.23,75360,0.9,20.95,31.52,40.4,43580,65550,84030
4,Arizona,AZ,25-0000,Educational Instruction and Library Occupations,major,152590,0.8,48.755,0.85,28.91,60140,0.5,18.42,24.38,32.78,38310,50700,68170
5,Arkansas,AR,25-0000,Educational Instruction and Library Occupations,major,72940,0.6,57.37,1,26.45,55020,0.5,18.64,24.03,30.21,38760,49990,62840
6,California,CA,25-0000,Educational Instruction and Library Occupations,major,1008660,0.4,56.206,0.98,38.91,80940,0.6,22.58,33.17,49.36,46960,68990,102670
8,Colorado,CO,25-0000,Educational Instruction and Library Occupations,major,148150,0.5,52.314,0.91,29.63,61640,0.5,20,26.05,36.83,41600,54190,76600
9,Connecticut,CT,25-0000,Educational Instruction and Library Occupations,major,125670,0.9,75.69,1.31,37.79,78610,0.5,22.68,31.74,48.29,47170,66010,100450
10,Delaware,DE,25-0000,Educational Instruction and Library Occupations,major,29180,2.3,62.172,1.08,29.86,62110,1.2,18.57,29.17,38.81,38630,60680,80730
11,District of Columbia,DC,25-0000,Educational Instruction and Library Occupations,major,31690,1.7,45.156,0.78,41.53,86380,0.9,28.87,37.82,50.66,60050,78660,105380
12,Florida,FL,25-0000,Educational Instruction and Library Occupations,major,416290,0.7,43.508,0.76,27.57,57350,0.5,18.27,24.99,32.44,38000,51990,67470
13,Georgia,GA,25-0000,Educational Instruction and Library Occupations,major,271510,0.9,57.064,0.99,29.37,61100,1,17.77,29.05,37.95,36960,60430,78930
15,Hawaii,HI,25-0000,Educational Instruction and Library Occupations,major,40270,0.9,65.263,1.13,28.69,59670,0.9,19.17,26.85,31.76,39880,55850,66070
16,Idaho,ID,25-0000,Educational Instruction and Library Occupations,major,46310,1.3,56.287,0.98,26.25,54600,1.7,15.83,23.56,30.87,32920,49000,64200
17,Illinois,IL,25-0000,Educational Instruction and Library Occupations,major,364690,0.7,60.663,1.05,30.96,64390,0.6,18.61,28.31,38.73,38720,58880,80560
18,Indiana,IN,25-0000,Educational Instruction and Library Occupations,major,159750,0.9,50.607,0.88,27.76,57740,0.6,17.42,23.95,31.49,36230,49820,65490
19,Iowa,IA,25-0000,Educational Instruction and Library Occupations,major,106810,0.7,69.146,1.2,25.94,53960,0.7,16.65,22.93,30.79,34630,47680,64050
20,Kansas,KS,25-0000,Educational Instruction and Library Occupations,major,88390,1.2,62.601,1.09,24.92,51820,0.5,15.99,23.27,29.71,33260,48410,61790
21,Kentucky,KY,25-0000,Educational Instruction and Library Occupations,major,100440,0.5,51.166,0.89,27.14,56440,0.5,19.3,24.98,30.96,40140,51950,64390
22,Louisiana,LA,25-0000,Educational Instruction and Library Occupations,major,105990,0.4,57.237,0.99,27.24,56650,0.5,20.45,25.04,30.29,42530,52090,63010
23,Maine,ME,25-0000,Educational Instruction and Library Occupations,major,40350,1.1,64.906,1.13,28.64,59560,0.9,21.04,24.71,35.68,43770,51400,74210
24,Maryland,MD,25-0000,Educational Instruction and Library Occupations,major,162550,1,60.711,1.05,35.18,73160,0.7,22.44,30.32,42.55,46670,63060,88500
25,Massachusetts,MA,25-0000,Educational Instruction and Library Occupations,major,244290,0.8,67.049,1.16,38.48,80050,0.6,23.57,34.84,47.69,49020,72470,99190
26,Michigan,MI,25-0000,Educational Instruction and Library Occupations,major,218560,0.7,50.267,0.87,29.73,61830,0.5,17.96,25.77,37.31,37360,53600,77610
27,Minnesota,MN,25-0000,Educational Instruction and Library Occupations,major,163340,1.4,56.694,0.98,29.65,61680,0.8,19.48,27.39,37.82,40520,56960,78670
28,Mississippi,MS,25-0000,Educational Instruction and Library Occupations,major,68330,1.4,59.42,1.03,23.51,48900,0.8,15.28,23.12,28.16,31780,48090,58560
29,Missouri,MO,25-0000,Educational Instruction and Library Occupations,major,163640,1.1,56.891,0.99,28.16,58570,1.1,18.09,23.57,31.16,37630,49020,64820
30,Montana,MT,25-0000,Educational Instruction and Library Occupations,major,28870,1.6,57.55,1,27.38,56950,1,17.73,23.53,32.36,36880,48950,67310
31,Nebraska,NE,25-0000,Educational Instruction and Library Occupations,major,57240,0.9,57.191,0.99,29.96,62320,0.8,18.64,25.64,32,38780,53330,66570
32,Nevada,NV,25-0000,Educational Instruction and Library Occupations,major,54630,0.9,36.87,0.64,27.55,57310,0.7,16.69,25.35,36.3,34720,52720,75500
33,New Hampshire,NH,25-0000,Educational Instruction and Library Occupations,major,41040,0.9,60.784,1.06,30.05,62500,0.8,19.1,27.34,37.14,39720,56860,77260
34,New Jersey,NJ,25-0000,Educational Instruction and Library Occupations,major,285030,1,67.83,1.18,34.53,71820,0.7,21.5,31.24,43.52,44730,64970,90510
35,New Mexico,NM,25-0000,Educational Instruction and Library Occupations,major,51460,0.8,60.863,1.06,30.37,63170,1.1,18.51,28.93,36.25,38500,60170,75400
36,New York,NY,25-0000,Educational Instruction and Library Occupations,major,695780,0.5,74.076,1.29,39.79,82760,0.7,21.21,32.32,50.69,44110,67220,105430
37,North Carolina,NC,25-0000,Educational Instruction and Library Occupations,major,272530,0.7,56.836,0.99,26.71,55550,0.5,17.5,23.75,29.72,36390,49400,61810
38,North Dakota,ND,25-0000,Educational Instruction and Library Occupations,major,24210,0.8,57.979,1.01,27.67,57560,0.8,19.3,24.66,31.1,40130,51290,64680
39,Ohio,OH,25-0000,Educational Instruction and Library Occupations,major,319420,0.6,58.403,1.01,31.65,65840,0.7,18.92,29.88,38.99,39350,62150,81090
40,Oklahoma,OK,25-0000,Educational Instruction and Library Occupations,major,96680,0.6,58.087,1.01,24.3,50540,0.5,17.14,23.07,29.18,35640,47980,60680
41,Oregon,OR,25-0000,Educational Instruction and Library Occupations,major,105830,0.9,54.46,0.95,35.01,72820,1.2,21.46,29.72,44.36,44640,61820,92260
42,Pennsylvania,PA,25-0000,Educational Instruction and Library Occupations,major,350500,0.7,58.923,1.02,32.99,68610,0.7,18.88,30.15,39.96,39270,62700,83110
44,Rhode Island,RI,25-0000,Educational Instruction and Library Occupations,major,32360,0.9,66.283,1.15,35.18,73160,0.6,22.67,31.91,43.76,47150,66380,91020
45,South Carolina,SC,25-0000,Educational Instruction and Library Occupations,major,110610,1.3,49.759,0.86,27.42,57030,0.8,18.68,25.29,31.88,38850,52610,66320
46,South Dakota,SD,25-0000,Educational Instruction and Library Occupations,major,25770,0.7,57.993,1.01,22.7,47220,0.5,15.28,23.09,26.91,31790,48030,55960
47,Tennessee,TN,25-0000,Educational Instruction and Library Occupations,major,153980,0.4,47.834,0.83,26.92,55990,0.5,18.53,24.57,30.35,38530,51110,63120
48,Texas,TX,25-0000,Educational Instruction and Library Occupations,major,807880,0.5,59.587,1.03,29.39,61140,0.4,18.07,29.61,32.19,37580,61590,66950
49,Utah,UT,25-0000,Educational Instruction and Library Occupations,major,94560,1.2,56.329,0.98,28.3,58870,1,15.97,24.57,36.19,33220,51100,75280
50,Vermont,VT,25-0000,Educational Instruction and Library Occupations,major,26950,1.1,89.621,1.56,30.6,63650,0.7,18.96,25.88,36.66,39450,53830,76250
51,Virginia,VA,25-0000,Educational Instruction and Library Occupations,major,243170,0.6,61.08,1.06,31.19,64880,0.5,19.75,28.41,37.51,41070,59100,78020
53,Washington,WA,25-0000,Educational Instruction and Library Occupations,major,189490,0.4,54.211,0.94,35.39,73610,0.4,22.97,31.38,47.1,47770,65270,97960
54,West Virginia,WV,25-0000,Educational Instruction and Library Occupations,major,42080,1.6,61.107,1.06,27.38,56950,0.9,19.92,23.56,29.38,41430,49000,61110
55,Wisconsin,WI,25-0000,Educational Instruction and Library Occupations,major,159210,0.9,55.167,0.96,28.97,60260,1.8,18.3,24.64,33.6,38060,51260,69880
56,Wyoming,WY,25-0000,Educational Instruction and Library Occupations,major,19760,1,72.166,1.25,25.99,54050,0.6,17,25.28,31.47,35370,52580,65460
1,Alabama,AL,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,18790,2.3,9.151,0.66,26.49,55100,2.3,15.06,21.72,31.21,31320,45170,64910
2,Alaska,AK,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,3690,5.3,11.847,0.85,27.42,57030,2,18.41,23.71,34.41,38290,49320,71570
4,Arizona,AZ,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,35920,4.7,11.476,0.83,28.68,59640,1.5,18.02,22.79,32.59,37470,47400,67780
5,Arkansas,AR,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,13050,2.3,10.264,0.74,23.76,49420,1.4,14.72,17.6,27.07,30610,36610,56300
6,California,CA,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,361880,2.1,20.165,1.45,46.72,97180,1.4,23.29,36.55,52.96,48450,76020,110150
8,Colorado,CO,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,40950,2.5,14.459,1.04,41.55,86420,4.2,22,29.69,40.78,45760,61760,84820
9,Connecticut,CT,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,22340,2.5,13.456,0.97,37.4,77790,1.5,21.61,29.95,44.47,44950,62290,92500
10,Delaware,DE,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,4660,3.7,9.93,0.72,29.14,60610,2.1,16.89,23.99,36.68,35140,49890,76290
11,District of Columbia,DC,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,36690,2.1,52.273,3.77,52.65,109500,1.9,32.36,45.82,61.59,67300,95310,128110
12,Florida,FL,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,136880,1.9,14.305,1.03,30.07,62550,1.4,17.86,24.15,34.97,37140,50230,72740
13,Georgia,GA,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,60390,2.2,12.692,0.91,33.56,69810,2.5,16.35,24.23,38.05,34000,50400,79150
15,Hawaii,HI,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,9640,2.7,15.619,1.13,34.43,71600,4.2,19.34,26.8,38.55,40220,55750,80180
16,Idaho,ID,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,8920,5.7,10.838,0.78,25.1,52200,2.4,16.44,21.15,29.45,34190,43980,61250
17,Illinois,IL,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,75790,2.2,12.607,0.91,35.92,74720,7.3,17.65,25.01,37.4,36710,52010,77800
18,Indiana,IN,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,35770,1.8,11.332,0.82,25.29,52590,1,16.31,21.62,29.55,33920,44960,61470
19,Iowa,IA,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,19550,2.6,12.658,0.91,27.29,56770,1.9,16.73,22.48,31.14,34800,46760,64780
20,Kansas,KS,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,17670,2.6,12.513,0.9,26.74,55620,1.5,17.02,22.68,31.27,35410,47160,65040
21,Kentucky,KY,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,17250,1.9,8.786,0.63,25.81,53680,1.5,15.29,20.95,29.8,31800,43570,61980
22,Louisiana,LA,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,18000,2.6,9.72,0.7,35.21,73230,11.4,14.93,21.87,31.44,31050,45490,65390
